sub,nomeF,responsavel,est,real,dataInicio,dataFim,numeroRequisito,trimestre,nomeProjeto,nomeFase
1,2,2,13.1354234,41.53939545,0.316216046,23,23,2,projeto1,implementacao
1,2,2,17.28834681,16.30613828,1.060235509,24,24,2,projeto1,implementacao
1,2,2,27.36020798,12.50283506,2.188320316,25,25,2,projeto1,implementacao
1,2,2,27.16799997,47.05148081,0.577410094,26,26,2,projeto1,implementacao
1,2,2,10.55276971,28.977113,0.364176021,27,27,2,projeto1,implementacao
1,2,2,21.85615462,37.53919943,0.582222182,28,28,2,projeto1,implementacao
1,2,2,14.93155436,25.34140094,0.589215821,29,29,2,projeto1,implementacao
1,2,2,10.30911837,45.09819177,0.228592721,30,30,2,projeto1,implementacao
1,2,2,28.50844362,46.72603925,0.610118985,31,31,2,projeto1,implementacao
1,2,2,32.44158877,42.44194102,0.764375709,32,32,2,projeto1,implementacao
1,3,3,12.099542,8.951128493,1.351733695,1,1,3,projeto1,teste
1,3,3,6.656900473,11.43190796,0.582308788,2,2,3,projeto1,teste
1,3,3,13.18623908,10.10725338,1.304631297,3,3,3,projeto1,teste
1,3,3,13.10232254,6.916323293,1.89440574,4,4,3,projeto1,teste
1,3,3,11.8415668,12.22317739,0.968779755,5,5,3,projeto1,teste
1,3,3,10.70579932,4.924023416,2.174197483,6,6,3,projeto1,teste
1,3,3,7.411387077,9.793155364,0.756792556,7,7,3,projeto1,teste
1,3,3,3.174126299,7.202428946,0.440702202,8,8,3,projeto1,teste
1,3,3,11.12647315,5.269064273,2.111660169,9,9,3,projeto1,teste
1,3,3,9.033608673,11.52933917,0.783532216,10,10,3,projeto1,teste
1,3,3,10.58253315,12.39825793,0.853550008,11,11,3,projeto1,teste
1,3,3,11.99300484,13.10532125,0.915124827,12,12,3,projeto1,teste
1,3,3,4.9252622,5.093200019,0.967027052,13,13,3,projeto1,teste
1,3,3,5.085894569,13.41976725,0.378985304,14,14,3,projeto1,teste
1,3,3,8.740079874,6.905267923,1.265711913,15,15,3,projeto1,teste
1,3,3,3.551479862,9.487835912,0.374319275,16,16,3,projeto1,teste
1,3,3,9.240666456,14.46814021,0.63869069,17,17,3,projeto1,teste
1,3,3,7.995233736,11.74524903,0.680720666,18,18,3,projeto1,teste
1,3,3,12.72743805,14.57277956,0.873370656,19,19,3,projeto1,teste
1,3,3,5.635448295,14.34320144,0.39290031,20,20,3,projeto1,teste
1,3,3,4.597457038,10.56241072,0.435265884,21,21,3,projeto1,teste
1,3,3,9.200502309,9.613661011,0.957023791,22,22,3,projeto1,teste
1,3,3,4.765069599,9.428401031,0.505395303,23,23,3,projeto1,teste
1,3,3,8.442669649,13.16938856,0.641082888,24,24,3,projeto1,teste
1,3,3,3.624361428,14.01469605,0.25861149,25,25,3,projeto1,teste
1,3,3,5.504955926,8.994527586,0.612033914,26,26,3,projeto1,teste
1,3,3,4.458705965,9.33828207,0.477465334,27,27,3,projeto1,teste
1,3,3,3.293318558,11.61774049,0.283473242,28,28,3,projeto1,teste
1,3,3,3.01623196,12.28402952,0.245540924,29,29,3,projeto1,teste
1,3,3,12.7382729,11.59673767,1.098435893,30,30,3,projeto1,teste
1,3,3,6.788876578,5.91181788,1.148356853,31,31,3,projeto1,teste
1,3,3,4.75047442,7.178670459,0.661748502,32,32,3,projeto1,teste
1,4,4,7.192914894,1.949904948,3.688854116,1,1,4,projeto1,correcao
1,4,4,3.608875546,2.587988783,1.394471092,2,2,4,projeto1,correcao
1,4,4,0,0,#DIV/0!,3,3,4,projeto1,correcao
1,4,4,0,0,#DIV/0!,4,4,4,projeto1,correcao
1,4,4,0,0,#DIV/0!,5,5,4,projeto1,correcao
1,4,4,0,0,#DIV/0!,6,6,4,projeto1,correcao
1,4,4,0,0,#DIV/0!,7,7,4,projeto1,correcao
1,4,4,3.698508818,4.783630664,0.773159359,8,8,4,projeto1,correcao
1,4,4,7.549433418,2.89685765,2.606076766,9,9,4,projeto1,correcao
1,4,4,3.818136769,4.314722862,0.884908925,10,10,4,projeto1,correcao
1,4,4,0,0,#DIV/0!,11,11,4,projeto1,correcao
1,4,4,3.699754648,0.926684885,3.992462493,12,12,4,projeto1,correcao
1,4,4,0,0,#DIV/0!,13,13,4,projeto1,correcao
1,4,4,6.811618857,2.54926153,2.67199688,14,14,4,projeto1,correcao
1,4,4,7.953743049,2.75688259,2.885049613,15,15,4,projeto1,correcao
1,4,4,4.387106354,5.112177023,0.858167926,16,16,4,projeto1,correcao
1,4,4,5.315311233,2.349499149,2.262316731,17,17,4,projeto1,correcao
1,4,4,4.800932409,2.445867342,1.962875225,18,18,4,projeto1,correcao
1,4,4,0,0,#DIV/0!,19,19,4,projeto1,correcao
1,4,4,3.144837279,3.360210509,0.93590484,20,20,4,projeto1,correcao
1,4,4,0,0,#DIV/0!,21,21,4,projeto1,correcao
1,4,4,8.464495256,4.769803782,1.774600307,22,22,4,projeto1,correcao
1,4,4,6.703054203,3.907520293,1.715424029,23,23,4,projeto1,correcao
1,4,4,0,0,#DIV/0!,24,24,4,projeto1,correcao
1,4,4,0,0,#DIV/0!,25,25,4,projeto1,correcao
1,4,4,5.847856738,4.558355299,1.282887435,26,26,4,projeto1,correcao
1,4,4,6.902994544,4.833970101,1.428017634,27,27,4,projeto1,correcao
1,4,4,0,0,#DIV/0!,28,28,4,projeto1,correcao
1,4,4,0,0,#DIV/0!,29,29,4,projeto1,correcao
1,4,4,0,0,#DIV/0!,30,30,4,projeto1,correcao
1,4,4,0,0,#DIV/0!,31,31,4,projeto1,correcao
1,4,4,0,0,#DIV/0!,32,32,4,projeto1,correcao
2,1,1,7.630219725,6.189509046,1.232766552,1,1,1,projeto2,elaboracao
2,1,1,5.797508748,3.943894187,1.469996017,2,2,1,projeto2,elaboracao
2,1,1,3.035420446,5.586286933,0.543369949,3,3,1,projeto2,elaboracao
2,1,1,3.164238731,6.915436905,0.457561652,4,4,1,projeto2,elaboracao
2,1,1,3.571119731,6.048945298,0.590370644,5,5,1,projeto2,elaboracao
2,1,1,4.00035674,6.686154775,0.598304537,6,6,1,projeto2,elaboracao
2,1,1,6.133326147,7.589672991,0.808114678,7,7,1,projeto2,elaboracao
2,1,1,7.430167583,5.454448966,1.362221487,8,8,1,projeto2,elaboracao
2,1,1,4.614032184,7.03244235,0.656106649,9,9,1,projeto2,elaboracao
2,1,1,8.812335149,3.998846174,2.203719464,10,10,1,projeto2,elaboracao
2,1,1,3.039898712,4.349762528,0.698865442,11,11,1,projeto2,elaboracao
2,1,1,4.042543904,3.823796611,1.057206833,12,12,1,projeto2,elaboracao
2,1,1,8.060558867,5.348241349,1.507141945,13,13,1,projeto2,elaboracao
2,1,1,6.673626861,2.474455049,2.697008727,14,14,1,projeto2,elaboracao
2,1,1,8.071044076,4.015269682,2.010087669,15,15,1,projeto2,elaboracao
2,1,1,4.12322423,7.238566821,0.569618867,16,16,1,projeto2,elaboracao
2,1,1,2.72802396,6.020538694,0.453119579,17,17,1,projeto2,elaboracao
2,1,1,5.199481423,3.979129851,1.306688049,18,18,1,projeto2,elaboracao
2,1,1,9.754459004,3.872153548,2.519130216,19,19,1,projeto2,elaboracao
2,1,1,7.440787729,6.681007984,1.113722322,20,20,1,projeto2,elaboracao
2,1,1,3.703771484,6.525688509,0.567567925,21,21,1,projeto2,elaboracao
2,1,1,3.89718728,3.954910087,0.985404774,22,22,1,projeto2,elaboracao
2,2,2,34.89977021,29.05608,1.201117639,1,1,2,projeto2,implementacao
2,2,2,52.31315573,84.59469459,0.618397596,2,2,2,projeto2,implementacao
2,2,2,81.10323675,93.23120019,0.869915185,3,3,2,projeto2,implementacao
2,2,2,42.45429522,63.07806156,0.673043752,4,4,2,projeto2,implementacao
2,2,2,59.46839908,69.98050278,0.84978525,5,5,2,projeto2,implementacao
2,2,2,67.68339482,77.75392646,0.870482018,6,6,2,projeto2,implementacao
2,2,2,54.94382119,55.97979389,0.98149381,7,7,2,projeto2,implementacao
2,2,2,26.62125661,108.1118455,0.246238111,8,8,2,projeto2,implementacao
2,2,2,61.36208327,51.6124845,1.188900009,9,9,2,projeto2,implementacao
2,2,2,47.71618405,59.4516486,0.802604893,10,10,2,projeto2,implementacao
2,2,2,82.01263087,46.09327429,1.779275439,11,11,2,projeto2,implementacao
2,2,2,25.62246918,79.18139082,0.323592058,12,12,2,projeto2,implementacao
2,2,2,47.63766164,82.70483322,0.575996103,13,13,2,projeto2,implementacao
2,2,2,46.23417401,62.02625394,0.745396845,14,14,2,projeto2,implementacao
2,2,2,66.34580886,29.99648006,2.211786474,15,15,2,projeto2,implementacao
2,2,2,76.30296397,39.22238652,1.945393199,16,16,2,projeto2,implementacao
2,2,2,35.85727188,72.58419386,0.49400937,17,17,2,projeto2,implementacao
2,2,2,51.45099847,35.50782873,1.449004355,18,18,2,projeto2,implementacao
2,2,2,75.65886722,50.51116673,1.497864178,19,19,2,projeto2,implementacao
2,2,2,34.80823822,37.6645045,0.924165569,20,20,2,projeto2,implementacao
2,2,2,31.56644375,47.00372051,0.671573301,21,21,2,projeto2,implementacao
2,2,2,50.63184299,76.42145408,0.66253441,22,22,2,projeto2,implementacao
2,3,3,11.04709083,11.58044167,0.953943825,1,1,3,projeto2,teste
2,3,3,19.94272998,12.63684178,1.578141938,2,2,3,projeto2,teste
2,3,3,23.52019704,9.710258266,2.422200975,3,3,3,projeto2,teste
2,3,3,11.74915694,18.80988418,0.624626757,4,4,3,projeto2,teste
2,3,3,20.69192198,13.06068405,1.58429083,5,5,3,projeto2,teste
2,3,3,6.57617186,13.33956166,0.492982605,6,6,3,projeto2,teste
2,3,3,29.5200483,15.29341834,1.930245262,7,7,3,projeto2,teste
2,3,3,27.33970364,30.85607309,0.886039632,8,8,3,projeto2,teste
2,3,3,21.17407954,24.22229579,0.874156592,9,9,3,projeto2,teste
2,3,3,7.345102143,35.62506077,0.206177954,10,10,3,projeto2,teste
2,3,3,26.69999166,11.95011406,2.234287599,11,11,3,projeto2,teste
2,3,3,12.95512915,30.75218115,0.421275131,12,12,3,projeto2,teste
2,3,3,30.90146819,16.37882923,1.886671371,13,13,3,projeto2,teste
2,3,3,16.65165929,15.33654363,1.085750459,14,14,3,projeto2,teste
2,3,3,20.51006723,9.657991025,2.123637015,15,15,3,projeto2,teste
2,3,3,25.37086246,32.47045687,0.781352186,16,16,3,projeto2,teste
2,3,3,25.48260361,35.72202753,0.713358266,17,17,3,projeto2,teste
2,3,3,30.19794871,19.60072515,1.540654668,18,18,3,projeto2,teste
2,3,3,22.18911574,16.53149726,1.342232672,19,19,3,projeto2,teste
2,3,3,32.05024802,12.65435462,2.532744575,20,20,3,projeto2,teste
2,3,3,11.55175267,31.98693313,0.361139739,21,21,3,projeto2,teste
2,3,3,18.50895819,15.28967018,1.210553137,22,22,3,projeto2,teste
2,4,4,12.17803933,1.972686107,6.173328481,1,1,4,projeto2,correcao
2,4,4,10.08192133,13.14626904,0.766903621,2,2,4,projeto2,correcao
2,4,4,10.27016931,10.01831581,1.025139305,3,3,4,projeto2,correcao
2,4,4,21.0633121,2.35792144,8.932999947,4,4,4,projeto2,correcao
2,4,4,0,0,#DIV/0!,5,5,4,projeto2,correcao
2,4,4,0,0,#DIV/0!,6,6,4,projeto2,correcao
2,4,4,14.53730112,11.3914619,1.276157639,7,7,4,projeto2,correcao
2,4,4,0,0,#DIV/0!,8,8,4,projeto2,correcao
2,4,4,0,0,#DIV/0!,9,9,4,projeto2,correcao
2,4,4,13.68286521,10.45290421,1.309001301,10,10,4,projeto2,correcao
2,4,4,0,0,#DIV/0!,11,11,4,projeto2,correcao
2,4,4,17.92202826,2.641095199,6.785831979,12,12,4,projeto2,correcao
2,4,4,0,0,#DIV/0!,13,13,4,projeto2,correcao
2,4,4,19.44598567,8.556361263,2.272693388,14,14,4,projeto2,correcao
2,4,4,0,0,#DIV/0!,15,15,4,projeto2,correcao
2,4,4,0,0,#DIV/0!,16,16,4,projeto2,correcao
2,4,4,0,0,#DIV/0!,17,17,4,projeto2,correcao
2,4,4,17.84226523,8.760346121,2.036707794,18,18,4,projeto2,correcao
2,4,4,13.88758954,3.514873575,3.951092193,19,19,4,projeto2,correcao
2,4,4,0,0,#DIV/0!,20,20,4,projeto2,correcao
2,4,4,0,0,#DIV/0!,21,21,4,projeto2,correcao
2,4,4,15.94982663,7.122040539,2.239502364,22,22,4,projeto2,correcao
3,1,1,2.109339655,2.549109364,0.827481035,1,1,1,projeto3,elaboracao
3,1,1,1.112271338,2.000872492,0.555893163,2,2,1,projeto3,elaboracao
3,1,1,1.576621337,0.635014785,2.482810438,3,3,1,projeto3,elaboracao
3,1,1,2.567525905,2.697037227,0.951980151,4,4,1,projeto3,elaboracao
3,1,1,2.679001759,2.677381253,1.000605258,5,5,1,projeto3,elaboracao
3,1,1,2.850836698,2.417678512,1.179162855,6,6,1,projeto3,elaboracao
3,1,1,1.208492326,1.867070896,0.647266437,7,7,1,projeto3,elaboracao
3,1,1,3.383269162,1.169738655,2.89232911,8,8,1,projeto3,elaboracao
3,1,1,2.164134823,1.680459965,1.287822899,9,9,1,projeto3,elaboracao
3,1,1,1.119239716,2.090395407,0.535420099,10,10,1,projeto3,elaboracao
3,1,1,1.395703884,2.01207748,0.693663091,11,11,1,projeto3,elaboracao
3,1,1,2.844707027,1.79071187,1.588590032,12,12,1,projeto3,elaboracao
3,1,1,2.107164643,0.771704575,2.730532784,13,13,1,projeto3,elaboracao
3,1,1,3.428109031,1.458816441,2.349924868,14,14,1,projeto3,elaboracao
3,1,1,2.470532711,1.005099124,2.45799907,15,15,1,projeto3,elaboracao
3,1,1,1.129482855,2.565587054,0.440243434,16,16,1,projeto3,elaboracao
3,1,1,3.476069484,1.691943397,2.054483318,17,17,1,projeto3,elaboracao
3,1,1,2.895488644,1.535565077,1.885617672,18,18,1,projeto3,elaboracao
3,1,1,2.523092652,2.500653495,1.008973317,19,19,1,projeto3,elaboracao
3,1,1,3.001669563,2.3459154,1.279530184,20,20,1,projeto3,elaboracao
3,1,1,2.251179336,1.261109305,1.785078682,21,21,1,projeto3,elaboracao
3,1,1,2.771077519,1.16504375,2.37851799,22,22,1,projeto3,elaboracao
3,1,1,2.152081269,0.88266106,2.438174025,23,23,1,projeto3,elaboracao
3,1,1,2.769413009,1.33587019,2.073115359,24,24,1,projeto3,elaboracao
3,1,1,2.418713215,1.374396567,1.759836479,25,25,1,projeto3,elaboracao
3,1,1,2.985090302,2.528927204,1.180378105,26,26,1,projeto3,elaboracao
3,1,1,1.861752471,1.373112866,1.355862665,27,27,1,projeto3,elaboracao
3,1,1,1.760371203,2.683440585,0.656012737,28,28,1,projeto3,elaboracao
3,1,1,1.302415556,1.516705261,0.85871368,29,29,1,projeto3,elaboracao
3,1,1,1.769040154,2.68767971,0.658203486,30,30,1,projeto3,elaboracao
3,1,1,0.915109444,1.306295046,0.700538096,31,31,1,projeto3,elaboracao
3,1,1,3.291045512,0.604356039,5.445540876,32,32,1,projeto3,elaboracao
3,1,1,1.960957733,1.530902993,1.280915735,33,33,1,projeto3,elaboracao
3,1,1,2.512831647,2.738807265,0.91749123,34,34,1,projeto3,elaboracao
3,1,1,2.910679325,0.951237153,3.059888183,35,35,1,projeto3,elaboracao
3,1,1,1.318707308,1.911350635,0.689934795,36,36,1,projeto3,elaboracao
3,1,1,1.474409965,1.883035635,0.782996316,37,37,1,projeto3,elaboracao
3,2,2,30.97752049,37.32718815,0.829891616,1,1,2,projeto3,implementacao
3,2,2,13.84007629,21.04359919,0.657685796,2,2,2,projeto3,implementacao
3,2,2,13.4174108,19.0232507,0.705316406,3,3,2,projeto3,implementacao
3,2,2,23.30777522,26.5400443,0.878211617,4,4,2,projeto3,implementacao
3,2,2,18.83500505,33.39604329,0.563989119,5,5,2,projeto3,implementacao
3,2,2,28.49384248,12.50129722,2.279270861,6,6,2,projeto3,implementacao
3,2,2,13.0715908,31.25568639,0.418214805,7,7,2,projeto3,implementacao
3,2,2,20.10425273,14.9724442,1.342750218,8,8,2,projeto3,implementacao
3,2,2,28.3501827,32.43060106,0.874179996,9,9,2,projeto3,implementacao
3,2,2,26.69654508,18.70297705,1.427395489,10,10,2,projeto3,implementacao
3,2,2,22.87051836,33.73035419,0.678039674,11,11,2,projeto3,implementacao
3,2,2,22.72567484,26.90546574,0.844649004,12,12,2,projeto3,implementacao
3,2,2,10.87492874,12.68552596,0.857270622,13,13,2,projeto3,implementacao
3,2,2,24.11973739,12.40262246,1.944728823,14,14,2,projeto3,implementacao
3,2,2,10.56228741,38.64780077,0.273295949,15,15,2,projeto3,implementacao
3,2,2,15.37182161,31.00476037,0.49578908,16,16,2,projeto3,implementacao
3,2,2,26.65429816,35.71801751,0.746242373,17,17,2,projeto3,implementacao
3,2,2,27.71947811,33.46558553,0.828298016,18,18,2,projeto3,implementacao
3,2,2,31.43070582,39.25260916,0.800729085,19,19,2,projeto3,implementacao
3,2,2,23.7811456,36.83518377,0.645609528,20,20,2,projeto3,implementacao
3,2,2,12.68479656,32.718922,0.387689929,21,21,2,projeto3,implementacao
3,2,2,10.57477809,11.48539237,0.920715441,22,22,2,projeto3,implementacao
3,2,2,18.86002322,25.75184934,0.732375488,23,23,2,projeto3,implementacao
3,2,2,29.77182719,37.2495215,0.79925395,24,24,2,projeto3,implementacao
3,2,2,12.48178991,39.46680904,0.316260428,25,25,2,projeto3,implementacao
3,2,2,13.33534272,34.43701492,0.387238637,26,26,2,projeto3,implementacao
3,2,2,15.06193418,36.08027552,0.417456185,27,27,2,projeto3,implementacao
3,2,2,14.74674442,25.11323761,0.587210007,28,28,2,projeto3,implementacao
3,2,2,17.89216207,23.05878854,0.775936777,29,29,2,projeto3,implementacao
3,2,2,28.12813489,34.60906412,0.812738963,30,30,2,projeto3,implementacao
3,2,2,8.083810529,33.09220246,0.24428143,31,31,2,projeto3,implementacao
3,2,2,18.90076133,17.23167365,1.096861612,32,32,2,projeto3,implementacao
3,2,2,11.53303433,39.41568471,0.292600126,33,33,2,projeto3,implementacao
3,2,2,10.88636754,26.30015842,0.413927832,34,34,2,projeto3,implementacao
3,2,2,28.579103,27.47660526,1.040124962,35,35,2,projeto3,implementacao
3,2,2,21.18720117,18.92318177,1.119642639,36,36,2,projeto3,implementacao
3,2,2,9.288197404,34.34899106,0.270406702,37,37,2,projeto3,implementacao
3,3,3,5.217545397,4.141123556,1.259934732,1,1,3,projeto3,teste
3,3,3,5.174114674,2.23773104,2.312214731,2,2,3,projeto3,teste
3,3,3,2.625655737,7.464440831,0.351755181,3,3,3,projeto3,teste
3,3,3,4.223387598,8.071212497,0.523265569,4,4,3,projeto3,teste
3,3,3,1.93520392,3.955796227,0.489207181,5,5,3,projeto3,teste
3,3,3,6.167402693,5.283327767,1.16733297,6,6,3,projeto3,teste
3,3,3,5.09479235,1.84257216,2.765043595,7,7,3,projeto3,teste
3,3,3,6.11411007,2.339222512,2.613735991,8,8,3,projeto3,teste
3,3,3,2.446465659,4.193788696,0.583354536,9,9,3,projeto3,teste
3,3,3,3.450448858,4.384420773,0.786979406,10,10,3,projeto3,teste
3,3,3,3.234161914,3.147130653,1.027654162,11,11,3,projeto3,teste
3,3,3,3.196727232,6.806942908,0.469627449,12,12,3,projeto3,teste
3,3,3,4.966109271,4.806885289,1.033124149,13,13,3,projeto3,teste
3,3,3,2.076001782,3.671603072,0.565421082,14,14,3,projeto3,teste
3,3,3,7.667744894,7.706901791,0.994919243,15,15,3,projeto3,teste
3,3,3,3.283103311,7.563459774,0.434074274,16,16,3,projeto3,teste
3,3,3,1.987563084,3.54972071,0.559920976,17,17,3,projeto3,teste
3,3,3,7.052782159,5.568987769,1.266438795,18,18,3,projeto3,teste
3,3,3,7.184821654,7.733500731,0.929051655,19,19,3,projeto3,teste
3,3,3,7.687780883,5.539646306,1.387774681,20,20,3,projeto3,teste
3,3,3,4.309157938,5.953904997,0.723753224,21,21,3,projeto3,teste
3,3,3,4.154226938,2.480047037,1.675059737,22,22,3,projeto3,teste
3,3,3,3.085170264,2.995355062,1.029984827,23,23,3,projeto3,teste
3,3,3,7.250880619,5.71564344,1.268602686,24,24,3,projeto3,teste
3,3,3,5.306642643,4.217183949,1.258337959,25,25,3,projeto3,teste
3,3,3,6.397133165,8.329773436,0.767984053,26,26,3,projeto3,teste
3,3,3,8.097981251,2.994472599,2.704309685,27,27,3,projeto3,teste
3,3,3,4.686540443,5.888288299,0.795908795,28,28,3,projeto3,teste
3,3,3,7.20501296,5.369866283,1.341749046,29,29,3,projeto3,teste
3,3,3,4.425074675,8.750332591,0.505703598,30,30,3,projeto3,teste
3,3,3,4.815197118,7.145297042,0.673897403,31,31,3,projeto3,teste
3,3,3,4.236437395,3.8993104,1.086458107,32,32,3,projeto3,teste
3,3,3,4.83672571,4.214078112,1.147754166,33,33,3,projeto3,teste
3,3,3,2.559670548,8.43803469,0.303349138,34,34,3,projeto3,teste
3,3,3,4.921707812,5.796203128,0.849126179,35,35,3,projeto3,teste
3,3,3,7.153222259,3.442346449,2.078007651,36,36,3,projeto3,teste
3,3,3,3.929481389,2.863211116,1.372403651,37,37,3,projeto3,teste
3,4,4,2.527764111,2.575364802,0.981516913,1,1,4,projeto3,correcao
3,4,4,4.869291895,1.818423685,2.677754329,2,2,4,projeto3,correcao
3,4,4,3.545066851,1.667078221,2.126515005,3,3,4,projeto3,correcao
3,4,4,4.041440707,2.977034529,1.357539077,4,4,4,projeto3,correcao
3,4,4,0,0,#DIV/0!,5,5,4,projeto3,correcao
3,4,4,0,0,#DIV/0!,6,6,4,projeto3,correcao
3,4,4,4.925287732,3.053194872,1.613158654,7,7,4,projeto3,correcao
3,4,4,3.240029595,2.069967833,1.565256012,8,8,4,projeto3,correcao
3,4,4,4.443198085,0.506513883,8.772115102,9,9,4,projeto3,correcao
3,4,4,3.794949271,1.010313683,3.756208923,10,10,4,projeto3,correcao
3,4,4,3.858402987,3.003203571,1.284762386,11,11,4,projeto3,correcao
3,4,4,5.051489986,0.64375997,7.846853206,12,12,4,projeto3,correcao
3,4,4,4.242747213,2.288580404,1.853877279,13,13,4,projeto3,correcao
3,4,4,4.271520508,1.37625993,3.103716394,14,14,4,projeto3,correcao
3,4,4,0,0,#DIV/0!,15,15,4,projeto3,correcao
3,4,4,5.593564621,1.562710738,3.579398596,16,16,4,projeto3,correcao
3,4,4,4.735424598,1.373763376,3.447045307,17,17,4,projeto3,correcao
3,4,4,0,0,#DIV/0!,18,18,4,projeto3,correcao
3,4,4,4.642210246,1.64100026,2.828890622,19,19,4,projeto3,correcao
3,4,4,0,0,#DIV/0!,20,20,4,projeto3,correcao
3,4,4,5.444179281,1.09301362,4.980888787,21,21,4,projeto3,correcao
3,4,4,0,0,#DIV/0!,22,22,4,projeto3,correcao
3,4,4,0,0,#DIV/0!,23,23,4,projeto3,correcao
3,4,4,2.155402889,2.886388377,0.746747356,24,24,4,projeto3,correcao
3,4,4,4.397222917,1.609365169,2.732271706,25,25,4,projeto3,correcao
3,4,4,3.639756041,0.75220822,4.838761322,26,26,4,projeto3,correcao
3,4,4,5.80568798,0.504613362,11.50522047,27,27,4,projeto3,correcao
3,4,4,0,0,#DIV/0!,28,28,4,projeto3,correcao
3,4,4,0,0,#DIV/0!,29,29,4,projeto3,correcao
3,4,4,5.281535031,2.325742518,2.270902729,30,30,4,projeto3,correcao
