sub,nomeF,responsavel,est,real,dataInicio,dataFim,numeroRequisito,trimestre,nomeProjeto,nomeFase
4,2,2,23.27400838,59.03709507,0.394226856,25,25,2,projeto4,implementacao
4,2,2,85.89818007,38.22911109,2.246931137,26,26,2,projeto4,implementacao
4,3,3,20.1332864,19.85317586,1.014109105,1,1,3,projeto4,teste
4,3,3,11.55015322,5.565202746,2.075423619,2,2,3,projeto4,teste
4,4,4,11.33384138,11.5407187,0.982074139,1,1,4,projeto4,correcao
4,4,4,12.56402378,1.725585597,7.281020306,2,2,4,projeto4,correcao
4,4,4,9.458932617,7.171422497,1.318975785,17,17,4,projeto4,correcao
4,4,4,16.51444751,10.68577247,1.545461272,18,18,4,projeto4,correcao
5,1,1,25.44815969,20.51259892,1.240611187,15,15,1,projeto5,elaboracao
5,1,1,30.64839258,20.21696647,1.515973854,16,16,1,projeto5,elaboracao
5,1,1,28.60655219,6.01549717,4.755475962,17,17,1,projeto5,elaboracao
5,1,1,15.68710881,5.498021262,2.853228109,18,18,1,projeto5,elaboracao
5,2,2,63.72340435,51.77979871,1.230661492,1,1,2,projeto5,implementacao
5,2,2,27.18095518,51.60244395,0.526737749,17,17,2,projeto5,implementacao
5,2,2,59.80599823,102.7802356,0.581882284,18,18,2,projeto5,implementacao
5,3,3,22.68633384,37.38669834,0.606802281,1,1,3,projeto5,teste
5,3,3,25.67334993,29.99443658,0.855937062,18,18,3,projeto5,teste
5,4,4,17.60210149,18.18898246,0.967734261,1,1,4,projeto5,correcao
5,4,4,14.51318619,5.111919949,2.839087141,11,11,4,projeto5,correcao
5,4,4,28.4780743,16.64946503,1.71044981,12,12,4,projeto5,correcao
5,4,4,20.57456235,19.70158689,1.044309906,14,14,4,projeto5,correcao
6,1,1,3.696793282,1.82691933,2.023512051,1,1,1,projeto6,elaboracao
6,1,1,2.926032149,2.689361027,1.088002734,2,2,1,projeto6,elaboracao
6,1,1,2.436077883,3.180485493,0.76594529,21,21,1,projeto6,elaboracao
6,1,1,3.017417187,2.553140151,1.181845496,22,22,1,projeto6,elaboracao
6,1,1,4.715498014,1.882812,2.504497535,23,23,1,projeto6,elaboracao
6,1,1,1.586429107,0.917202983,1.729637972,41,41,1,projeto6,elaboracao
6,1,1,1.654942162,1.275093035,1.297899146,42,42,1,projeto6,elaboracao
6,1,1,4.984645295,3.158267468,1.578284723,43,43,1,projeto6,elaboracao
6,1,1,4.695492038,3.89432508,1.20572678,44,44,1,projeto6,elaboracao
6,2,2,16.67774099,27.12990136,0.614736514,1,1,2,projeto6,implementacao
6,2,2,17.11190399,23.0028761,0.743902802,42,42,2,projeto6,implementacao
6,2,2,13.68607473,7.455895827,1.835604338,43,43,2,projeto6,implementacao
6,2,2,15.26661131,24.03519355,0.635177382,44,44,2,projeto6,implementacao
6,3,3,4.2060965,6.094687344,0.690125065,1,1,3,projeto6,teste
6,3,3,3.088342271,6.073615465,0.508484985,2,2,3,projeto6,teste
6,3,3,2.05214845,3.063933113,0.669775865,42,42,3,projeto6,teste
6,4,4,3.036195125,3.224234405,0.941679402,39,39,4,projeto6,correcao
6,4,4,4.526665833,2.436612677,1.857769959,40,40,4,projeto6,correcao
6,4,4,7.490959011,1.622425142,4.617136914,41,41,4,projeto6,correcao
6,4,4,3.624369228,1.822477651,1.988704347,43,43,4,projeto6,correcao
7,1,1,0.781203861,0.372638896,2.096409872,49,49,1,projeto7,elaboracao
7,1,1,0.38767073,0.154989083,2.501277658,50,50,1,projeto7,elaboracao
7,1,1,0.22172574,0.521307357,0.42532632,51,51,1,projeto7,elaboracao
7,1,1,0.815886223,0.253693211,3.216034904,52,52,1,projeto7,elaboracao
7,2,2,1.237782384,3.850213222,0.321484113,86,86,2,projeto7,implementacao
7,2,2,3.893442163,3.20867879,1.213409761,87,87,2,projeto7,implementacao
7,2,2,3.168004612,4.289330612,0.738577857,88,88,2,projeto7,implementacao
7,3,3,1.20693172,0.378701073,3.187030106,1,1,3,projeto7,teste
7,3,3,0.936478096,1.53045858,0.611893787,86,86,3,projeto7,teste
7,3,3,0.381975862,1.867755944,0.204510586,87,87,3,projeto7,teste
7,3,3,0.787658195,1.509514488,0.521795717,88,88,3,projeto7,teste
7,4,4,0.697542348,0.059745325,11.67526246,1,1,4,projeto7,correcao
7,4,4,0.775756123,0.524748131,1.478339945,2,2,4,projeto7,correcao
7,4,4,0.727083774,0.444751207,1.63481012,30,30,4,projeto7,correcao
7,4,4,0.569500718,0.158429588,3.594661368,31,31,4,projeto7,correcao
7,4,4,0.557945298,0.476490725,1.170946816,87,87,4,projeto7,correcao
7,4,4,0.92502105,0.291785657,3.170207404,88,88,4,projeto7,correcao
8,1,1,2.600187621,1.241696847,2.094059936,1,1,1,projeto8,elaboracao
8,1,1,3.643742943,0.91161913,3.997001403,2,2,1,projeto8,elaboracao
8,1,1,3.988868433,1.056851617,3.774293731,3,3,1,projeto8,elaboracao
8,1,1,2.046857359,3.018305772,0.67814778,4,4,1,projeto8,elaboracao
8,1,1,2.115814294,2.216438312,0.954601029,5,5,1,projeto8,elaboracao
8,1,1,1.472752495,1.890497862,0.779028913,6,6,1,projeto8,elaboracao
8,1,1,3.048056124,3.109163672,0.980345985,7,7,1,projeto8,elaboracao
8,1,1,3.68631126,1.992929135,1.849695102,8,8,1,projeto8,elaboracao
8,1,1,3.095962539,1.812142847,1.708453913,9,9,1,projeto8,elaboracao
8,1,1,3.86004869,2.433088139,1.586481241,10,10,1,projeto8,elaboracao
8,1,1,2.987137861,1.764650455,1.692764622,11,11,1,projeto8,elaboracao
8,1,1,2.090620573,2.813605217,0.74303977,12,12,1,projeto8,elaboracao
8,1,1,1.6948855,2.249946768,0.753300266,13,13,1,projeto8,elaboracao
8,1,1,1.574942563,0.873277384,1.803484887,14,14,1,projeto8,elaboracao
8,1,1,3.280306447,2.365323877,1.386831833,15,15,1,projeto8,elaboracao
8,1,1,2.602129422,2.861450663,0.909374205,16,16,1,projeto8,elaboracao
8,1,1,2.881494012,3.038858009,0.948216074,17,17,1,projeto8,elaboracao
8,1,1,3.075199434,1.644206566,1.870324262,18,18,1,projeto8,elaboracao
8,1,1,2.38330408,0.84905486,2.807008347,19,19,1,projeto8,elaboracao
8,1,1,1.622610148,2.751064681,0.589811704,20,20,1,projeto8,elaboracao
8,1,1,3.149359846,2.997238193,1.050753942,21,21,1,projeto8,elaboracao
8,1,1,3.610633676,1.274210817,2.833623469,22,22,1,projeto8,elaboracao
8,1,1,1.658288704,2.052350327,0.807994952,23,23,1,projeto8,elaboracao
8,1,1,2.278321839,1.690418171,1.347785937,24,24,1,projeto8,elaboracao
8,1,1,1.411455959,2.928388065,0.48199075,25,25,1,projeto8,elaboracao
8,1,1,2.740934087,1.146720371,2.390237548,26,26,1,projeto8,elaboracao
8,1,1,1.883059607,1.001030396,1.881121307,27,27,1,projeto8,elaboracao
8,1,1,1.235956222,1.619571355,0.763137862,28,28,1,projeto8,elaboracao
8,1,1,1.975024067,1.733122072,1.139575855,29,29,1,projeto8,elaboracao
8,1,1,3.718000149,0.664101933,5.59853836,30,30,1,projeto8,elaboracao
8,1,1,3.495671333,2.284781406,1.529980647,31,31,1,projeto8,elaboracao
8,1,1,2.270609891,1.495781753,1.518008819,32,32,1,projeto8,elaboracao
8,1,1,1.24372528,1.271757532,0.977957865,33,33,1,projeto8,elaboracao
8,1,1,0.989666409,1.895295847,0.522169882,34,34,1,projeto8,elaboracao
8,1,1,1.630920285,0.917584272,1.777406538,35,35,1,projeto8,elaboracao
8,1,1,1.197143933,3.061253845,0.391063268,36,36,1,projeto8,elaboracao
8,1,1,1.56398674,2.159646042,0.724186607,37,37,1,projeto8,elaboracao
8,1,1,1.49659185,0.842085738,1.777244031,38,38,1,projeto8,elaboracao
8,1,1,3.283243254,1.630130956,2.014097851,39,39,1,projeto8,elaboracao
8,1,1,2.784220009,1.894486788,1.469643403,40,40,1,projeto8,elaboracao
8,1,1,2.293612596,2.940338524,0.78005052,41,41,1,projeto8,elaboracao
8,1,1,1.26995851,0.634364636,2.001937748,42,42,1,projeto8,elaboracao
8,1,1,2.78484861,2.753055732,1.011548214,43,43,1,projeto8,elaboracao
8,1,1,1.470129803,2.013502437,0.730135597,44,44,1,projeto8,elaboracao
8,1,1,1.191783212,1.477068664,0.806857014,45,45,1,projeto8,elaboracao
8,1,1,1.892823128,2.471347704,0.765907252,46,46,1,projeto8,elaboracao
8,1,1,3.50425887,1.192098588,2.939571363,47,47,1,projeto8,elaboracao
8,1,1,3.334807792,0.99757669,3.342908696,48,48,1,projeto8,elaboracao
8,1,1,1.343491435,1.602597432,0.83832122,49,49,1,projeto8,elaboracao
8,1,1,1.551062043,1.712331894,0.905818579,50,50,1,projeto8,elaboracao
8,1,1,2.091636347,1.356063448,1.54243251,51,51,1,projeto8,elaboracao
8,1,1,1.741609256,2.316745025,0.751748353,52,52,1,projeto8,elaboracao
8,1,1,2.930867904,0.782507895,3.745480296,53,53,1,projeto8,elaboracao
8,1,1,1.980517925,1.19208316,1.661392419,54,54,1,projeto8,elaboracao
8,1,1,2.219049433,1.547466003,1.433989134,55,55,1,projeto8,elaboracao
8,1,1,3.115997284,2.785551901,1.118628335,56,56,1,projeto8,elaboracao
8,1,1,2.782154713,2.319113756,1.199662891,57,57,1,projeto8,elaboracao
8,1,1,1.910292293,1.155526862,1.653178612,58,58,1,projeto8,elaboracao
8,1,1,3.801929276,0.853116177,4.456519966,59,59,1,projeto8,elaboracao
8,1,1,3.870963719,1.087377503,3.559907861,60,60,1,projeto8,elaboracao
8,1,1,1.943746827,0.717775157,2.708016302,61,61,1,projeto8,elaboracao
8,1,1,2.670982888,0.82745414,3.227952777,62,62,1,projeto8,elaboracao
8,1,1,3.14203841,1.415106367,2.220354938,63,63,1,projeto8,elaboracao
8,2,2,20.69037927,8.310961549,2.489528938,1,1,2,projeto8,implementacao
8,2,2,12.70848059,30.03397023,0.423136884,2,2,2,projeto8,implementacao
8,2,2,20.48243001,13.05529808,1.568897921,3,3,2,projeto8,implementacao
8,2,2,15.39669395,27.58092581,0.558237024,4,4,2,projeto8,implementacao
8,2,2,12.02803213,21.45783385,0.560542701,5,5,2,projeto8,implementacao
8,2,2,18.06448548,9.159858528,1.972135861,6,6,2,projeto8,implementacao
8,2,2,10.45067012,27.36088802,0.38195654,7,7,2,projeto8,implementacao
8,2,2,18.86128276,22.83113607,0.826121079,8,8,2,projeto8,implementacao
8,2,2,10.52760439,13.78394997,0.763758169,9,9,2,projeto8,implementacao
8,2,2,14.72538887,14.90389832,0.988022634,10,10,2,projeto8,implementacao
8,2,2,17.94547454,19.27036778,0.931247122,11,11,2,projeto8,implementacao
8,2,2,24.7034676,30.26469665,0.816246992,12,12,2,projeto8,implementacao
8,2,2,22.24277963,24.69723015,0.900618389,13,13,2,projeto8,implementacao
8,2,2,9.658167532,15.33356526,0.629870964,14,14,2,projeto8,implementacao
8,2,2,25.020853,10.14847434,2.465479259,15,15,2,projeto8,implementacao
8,2,2,21.5089172,31.48282832,0.6831952,16,16,2,projeto8,implementacao
8,2,2,5.054890325,16.04078331,0.315127399,17,17,2,projeto8,implementacao
8,2,2,21.38528554,24.93559334,0.857620881,18,18,2,projeto8,implementacao
8,2,2,19.86023442,21.67935939,0.916089542,19,19,2,projeto8,implementacao
8,2,2,11.83716358,8.001101282,1.479441787,20,20,2,projeto8,implementacao
8,2,2,21.82404249,31.08190955,0.70214613,21,21,2,projeto8,implementacao
8,2,2,21.8570763,13.7511826,1.589468844,22,22,2,projeto8,implementacao
8,2,2,6.178446805,31.26063244,0.197643052,23,23,2,projeto8,implementacao
8,2,2,15.24145514,14.57465481,1.045750678,24,24,2,projeto8,implementacao
8,2,2,14.228911,16.26576519,0.874776614,25,25,2,projeto8,implementacao
8,2,2,6.728277376,29.23688727,0.230129744,26,26,2,projeto8,implementacao
8,2,2,11.92650391,14.92181077,0.79926653,27,27,2,projeto8,implementacao
8,2,2,14.37845787,18.99056525,0.757136909,28,28,2,projeto8,implementacao
8,2,2,9.356742589,28.45090591,0.328873274,29,29,2,projeto8,implementacao
8,2,2,14.65463926,28.00340005,0.523316427,30,30,2,projeto8,implementacao
8,2,2,10.49417837,19.10249475,0.549361668,31,31,2,projeto8,implementacao
8,2,2,11.63331781,23.63867573,0.49213069,32,32,2,projeto8,implementacao
8,2,2,10.08213085,25.28888416,0.398678359,33,33,2,projeto8,implementacao
8,2,2,8.572427362,15.43715089,0.555311497,34,34,2,projeto8,implementacao
8,2,2,22.26436093,26.23859774,0.84853471,35,35,2,projeto8,implementacao
8,2,2,15.56344655,20.36982697,0.764044121,36,36,2,projeto8,implementacao
8,2,2,16.86101885,15.5564343,1.083861412,37,37,2,projeto8,implementacao
8,2,2,23.28061881,26.13919819,0.890640128,38,38,2,projeto8,implementacao
8,2,2,20.17422721,13.54590074,1.48932342,39,39,2,projeto8,implementacao
8,2,2,19.86644358,14.72297773,1.349349564,40,40,2,projeto8,implementacao
8,2,2,24.69678043,20.55244462,1.201646855,41,41,2,projeto8,implementacao
8,2,2,18.32059066,23.67251225,0.77391831,42,42,2,projeto8,implementacao
8,2,2,6.798073435,12.65396918,0.537228544,43,43,2,projeto8,implementacao
8,2,2,19.98967322,21.60732208,0.925134227,44,44,2,projeto8,implementacao
8,2,2,5.997988951,8.861905956,0.676828324,45,45,2,projeto8,implementacao
8,2,2,11.63985299,29.08020634,0.400267208,46,46,2,projeto8,implementacao
8,2,2,14.68188308,31.44394871,0.466922371,47,47,2,projeto8,implementacao
8,2,2,19.90050448,30.84185778,0.645243377,48,48,2,projeto8,implementacao
8,2,2,6.542831112,21.59953258,0.302915403,49,49,2,projeto8,implementacao
8,2,2,9.692912355,28.10234988,0.344914656,50,50,2,projeto8,implementacao
8,2,2,18.5069194,23.46247014,0.788788192,51,51,2,projeto8,implementacao
8,2,2,14.22896492,11.21369255,1.268892014,52,52,2,projeto8,implementacao
8,2,2,7.734085333,17.00280621,0.45487111,53,53,2,projeto8,implementacao
8,2,2,5.522526127,21.94109107,0.251697881,54,54,2,projeto8,implementacao
8,2,2,8.483427766,8.61080917,0.985206802,55,55,2,projeto8,implementacao
8,2,2,5.183081415,12.9772249,0.399398289,56,56,2,projeto8,implementacao
8,2,2,15.21770688,20.67961087,0.73587975,57,57,2,projeto8,implementacao
8,2,2,11.87241092,21.50136057,0.552170216,58,58,2,projeto8,implementacao
8,2,2,21.95927128,28.65695428,0.766280711,59,59,2,projeto8,implementacao
8,2,2,20.2844159,19.9341977,1.017568713,60,60,2,projeto8,implementacao
8,2,2,9.581446531,27.44151245,0.349158836,61,61,2,projeto8,implementacao
8,2,2,24.56180657,20.17557599,1.217402992,62,62,2,projeto8,implementacao
8,2,2,13.5686368,22.61800248,0.599904293,63,63,2,projeto8,implementacao
8,3,3,8.551889457,9.094492913,0.94033714,1,1,3,projeto8,teste
8,3,3,4.924351064,6.048670055,0.814121289,2,2,3,projeto8,teste
8,3,3,8.337853421,10.21948048,0.815878404,3,3,3,projeto8,teste
8,3,3,9.715011135,7.175240679,1.353963103,4,4,3,projeto8,teste
8,3,3,11.90940844,10.019585,1.188612945,5,5,3,projeto8,teste
8,3,3,6.265832305,6.032840767,1.038620535,6,6,3,projeto8,teste
8,3,3,8.312530514,10.9325966,0.76034366,7,7,3,projeto8,teste
8,3,3,10.81770926,8.993121085,1.202887091,8,8,3,projeto8,teste
8,3,3,7.117608108,7.080570924,1.005230819,9,9,3,projeto8,teste
8,3,3,7.503597722,12.32056931,0.609030113,10,10,3,projeto8,teste
8,3,3,10.17804816,3.863121552,2.634669404,11,11,3,projeto8,teste
8,3,3,8.871840878,13.45996273,0.65912819,12,12,3,projeto8,teste
8,3,3,6.730538668,8.634250289,0.77951628,13,13,3,projeto8,teste
8,3,3,3.42029603,9.187336161,0.372283758,14,14,3,projeto8,teste
8,3,3,4.833398178,11.84229308,0.408147151,15,15,3,projeto8,teste
8,3,3,2.429937515,4.319040688,0.562610471,16,16,3,projeto8,teste
8,3,3,2.915024896,2.777532273,1.049501719,17,17,3,projeto8,teste
8,3,3,9.860995278,7.321892065,1.346782388,18,18,3,projeto8,teste
8,3,3,4.571303579,11.67236271,0.391634812,19,19,3,projeto8,teste
8,3,3,3.95346934,4.07655553,0.969806326,20,20,3,projeto8,teste
8,3,3,9.778635396,6.61240634,1.478831592,21,21,3,projeto8,teste
8,3,3,10.90875337,3.412744464,3.196475296,22,22,3,projeto8,teste
8,3,3,4.989439419,10.24583114,0.486972638,23,23,3,projeto8,teste
8,3,3,5.443826424,8.385201412,0.649218326,24,24,3,projeto8,teste
8,3,3,11.28376113,12.55975531,0.898406128,25,25,3,projeto8,teste
8,3,3,4.654719343,13.51097989,0.344513824,26,26,3,projeto8,teste
8,3,3,6.520327066,2.493686634,2.614733936,27,27,3,projeto8,teste
8,3,3,9.728601901,11.31386306,0.859883299,28,28,3,projeto8,teste
8,3,3,3.231131358,7.151694298,0.451799423,29,29,3,projeto8,teste
8,3,3,8.288545132,8.858148439,0.93569725,30,30,3,projeto8,teste
8,3,3,8.964197425,9.079419238,0.987309561,31,31,3,projeto8,teste
8,3,3,7.614888296,13.33688832,0.570964389,32,32,3,projeto8,teste
8,3,3,5.43461654,6.425824549,0.845746176,33,33,3,projeto8,teste
8,3,3,7.356979594,4.913195705,1.497391929,34,34,3,projeto8,teste
8,3,3,3.871500567,6.022171729,0.642874488,35,35,3,projeto8,teste
8,3,3,8.993004969,8.849937802,1.016165895,36,36,3,projeto8,teste
8,3,3,11.38321922,11.6159046,0.979968381,37,37,3,projeto8,teste
8,3,3,7.125161194,10.01252907,0.71162452,38,38,3,projeto8,teste
8,3,3,4.712967275,7.041912289,0.669273783,39,39,3,projeto8,teste
8,3,3,8.717236365,9.360143984,0.931314345,40,40,3,projeto8,teste
8,3,3,10.71616678,5.253669726,2.039748849,41,41,3,projeto8,teste
8,3,3,2.715893206,4.415862875,0.615031146,42,42,3,projeto8,teste
8,3,3,8.54792021,9.39478111,0.909858368,43,43,3,projeto8,teste
8,3,3,8.863432596,7.914973527,1.119830984,44,44,3,projeto8,teste
8,3,3,8.159903213,10.45065805,0.780802814,45,45,3,projeto8,teste
8,3,3,6.415789115,12.72658741,0.504124862,46,46,3,projeto8,teste
8,3,3,8.75729714,4.752336672,1.842735005,47,47,3,projeto8,teste
8,3,3,9.061823116,7.93275038,1.142330552,48,48,3,projeto8,teste
8,3,3,7.547360923,5.412966982,1.39431128,49,49,3,projeto8,teste
8,3,3,6.763572017,6.285104989,1.076127134,50,50,3,projeto8,teste
8,3,3,11.61168526,6.665465516,1.742066661,51,51,3,projeto8,teste
8,3,3,11.10225445,7.691324144,1.443477644,52,52,3,projeto8,teste
8,3,3,3.398935528,11.06630546,0.307142753,53,53,3,projeto8,teste
8,3,3,2.413985269,8.762133746,0.275501988,54,54,3,projeto8,teste
8,3,3,9.89675271,5.344792891,1.851662527,55,55,3,projeto8,teste
8,3,3,8.782899412,8.768074884,1.001690739,56,56,3,projeto8,teste
8,3,3,10.26903297,13.21284412,0.777200796,57,57,3,projeto8,teste
8,3,3,4.468691528,11.50686224,0.388350137,58,58,3,projeto8,teste
8,3,3,8.692874697,10.58241934,0.821444928,59,59,3,projeto8,teste
8,3,3,4.652190245,9.739136959,0.477679928,60,60,3,projeto8,teste
8,3,3,4.37724833,5.951999522,0.735424846,61,61,3,projeto8,teste
8,3,3,9.997235894,7.158875279,1.396481361,62,62,3,projeto8,teste
8,3,3,3.374994617,8.149137632,0.414153591,63,63,3,projeto8,teste
8,4,4,0,0,#DIV/0!,1,1,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,2,2,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,3,3,4,projeto8,correcao
8,4,4,4.486281909,1.69702653,2.643613303,4,4,4,projeto8,correcao
8,4,4,3.49456339,2.285752885,1.528845665,5,5,4,projeto8,correcao
8,4,4,5.274001507,1.958788747,2.692481011,6,6,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,7,7,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,8,8,4,projeto8,correcao
8,4,4,4.9765458,0.518373995,9.600299883,9,9,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,10,10,4,projeto8,correcao
8,4,4,2.493263884,0.606792512,4.108923291,11,11,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,12,12,4,projeto8,correcao
8,4,4,4.600739591,0.662882869,6.94050157,13,13,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,14,14,4,projeto8,correcao
8,4,4,4.435137028,1.226469714,3.616181448,15,15,4,projeto8,correcao
8,4,4,4.34291727,2.262623968,1.919416275,16,16,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,17,17,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,18,18,4,projeto8,correcao
8,4,4,5.396999522,0.806201858,6.694352621,19,19,4,projeto8,correcao
8,4,4,3.718202652,0.446186116,8.33329976,20,20,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,21,21,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,22,22,4,projeto8,correcao
8,4,4,3.56541847,2.511550908,1.419608282,23,23,4,projeto8,correcao
8,4,4,5.379513328,2.227690983,2.41483822,24,24,4,projeto8,correcao
8,4,4,2.283237443,1.017174243,2.244686649,25,25,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,26,26,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,27,27,4,projeto8,correcao
8,4,4,4.281365441,0.539046467,7.942479366,28,28,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,29,29,4,projeto8,correcao
8,4,4,2.891547413,0.443001967,6.527166079,30,30,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,31,31,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,32,32,4,projeto8,correcao
8,4,4,4.712220574,3.112795191,1.513822878,33,33,4,projeto8,correcao
8,4,4,2.794510325,2.319371744,1.204856588,34,34,4,projeto8,correcao
8,4,4,2.628433654,2.810443776,0.935237942,35,35,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,36,36,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,37,37,4,projeto8,correcao
8,4,4,3.058674108,3.185221615,0.960270423,38,38,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,39,39,4,projeto8,correcao
8,4,4,2.616996278,1.412218815,1.853109624,40,40,4,projeto8,correcao
8,4,4,4.810076808,3.262863369,1.474188853,41,41,4,projeto8,correcao
8,4,4,4.90328312,2.887702154,1.697987832,42,42,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,43,43,4,projeto8,correcao
8,4,4,4.819918915,1.18512264,4.067021212,44,44,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,45,45,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,46,46,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,47,47,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,48,48,4,projeto8,correcao
8,4,4,3.499258891,0.998064027,3.506046502,49,49,4,projeto8,correcao
8,4,4,2.62271454,2.895088527,0.905918598,50,50,4,projeto8,correcao
8,4,4,0,0,#DIV/0!,51,51,4,projeto8,correcao
8,4,4,3.382556757,0.682648729,4.955047326,52,52,4,projeto8,correcao
8,4,4,4.343219285,2.617897566,1.659048597,53,53,4,projeto8,correcao
